x,y,token
-38.880455,40.339863,invited
-2.166533,53.31112,tone
45.255516,-24.507301,linen
-16.217398,-38.630478,teacher
-14.973877,-28.460585,envy
-36.281403,-19.959389,conquest
-50.28445,-4.4174676,appear
45.89767,8.6542425,dark
-51.949146,22.114405,attentions
-11.351645,53.890125,tattle
-14.407723,-5.362363,hitherto
-16.246683,43.47542,explained
21.502506,24.697727,cheering
-7.578643,-37.519356,rejected
38.693413,42.15524,softly
-36.627056,45.779316,absent
-9.893319,15.251237,original
-29.369167,30.381596,allowing
-22.032642,-40.064796,bond
-33.78143,41.456215,street
-31.58156,8.917457,modest
32.955612,30.459948,horse
-13.867199,-12.405888,solace
6.607343,8.230037,opens
-27.649948,8.461786,suspicious
-9.974265,-19.740791,imaginations
18.192802,26.408197,grew
1.0531179,9.375307,stronger
2.0551648,28.52498,viii
18.381021,-55.296883,slept
-20.137182,25.342142,gradually
-0.6387754,38.44141,getting
19.076857,-17.09353,bed
-53.974785,8.855159,judged
-23.793003,28.391893,previously
-50.519485,2.8684156,defer
-40.16943,37.35799,induced
-46.666214,27.936016,civility
-29.412563,39.25741,ceremony
42.32772,-37.257572,offering
-38.838337,7.6752734,answers
-30.337133,15.918195,amusing
9.072503,20.589958,contrast
-45.397903,7.267068,apologies
10.7052765,17.152548,rude
54.40202,1.745767,sun
-43.105846,-3.7123766,treat
0.626419,-35.333477,stranger
-7.311548,33.125698,substitute
-38.508316,5.5128074,entertain
22.502285,24.123795,pace
-33.205086,-24.129591,tedious
-30.14983,-16.496386,fetch
0.2744868,-40.3219,likewise
20.682713,19.062544,seemingly
-46.504154,32.30709,inclined
-31.89537,38.867363,chat
-33.1817,13.347512,voluntary
-37.156666,7.9560595,depends
-44.298454,31.245216,improved
-22.17812,-6.433899,cured
-49.422237,9.440227,bestow
-40.07934,37.370914,intended
-49.938366,22.53843,delay
-34.962933,6.069341,tiresome
-21.008926,14.338369,contradiction
-10.092388,51.64425,presently
2.178257,46.57985,smile
-29.152433,35.280205,fix
-11.8967495,-5.44567,reason
-16.065031,48.01237,";"""
15.004961,4.285077,dropt
-45.04979,11.219326,hint
42.780273,-36.9246,offer
5.2219586,40.113358,desperately
-48.25836,4.612298,consult
-47.94712,30.295969,imprudent
-34.62923,-5.602552,speaks
-36.65864,38.202724,plans
-13.067658,-29.364347,esteemed
7.5203147,-54.91974,counsellor
-26.198732,31.83402,detained
-43.717484,9.560234,absolutely
-24.93278,-12.829531,refused
58.32961,22.971014,red
-11.240389,-17.295506,indignation
-33.358456,-39.65374,foolish
7.9290586,10.8895,incomprehensible
9.509118,11.85787,madness
8.95206,-1.9282657,clearer
-46.606438,10.153403,admit
-35.955643,24.331152,address
20.204556,45.25842,loudly
16.899708,18.188992,calmer
-17.844769,40.809647,few_moments
12.14831,27.488695,blinds
-48.417107,19.413626,claims
-39.680084,21.48368,relations
-23.180786,10.216886,simple
-45.74336,14.71344,experience
-20.577751,1.800759,wit
-49.217545,-0.6647892,avail
-28.04959,12.421378,tempered
42.95483,8.348838,beneath
16.076378,-3.407759,deserts
-28.25713,-30.499657,trust
-16.927603,-15.867878,aright
8.256069,-18.887688,cry
-22.677343,26.534992,extreme
44.422043,35.397293,crossed
-49.993237,16.285707,partiality
-39.2021,-4.3647857,".'"""
-18.307785,4.6417694,statement
16.86456,1.0269961,sphere
21.640099,18.711817,moves
-19.07161,8.109985,legal
47.736923,22.427366,level
-33.1041,19.24188,allowance
-45.526733,-17.521856,whoever
6.5993214,2.5716445,shift
7.309818,0.28524917,move
-13.640929,-9.700596,ambition
-26.433792,38.932842,proceeded
-50.009933,16.663517,selfish
1.8150743,14.805351,farthest
-19.375082,42.2661,reply
-36.9583,11.955622,assertion
-24.459465,1.6611431,contemptible
-23.25069,6.313804,represent
-30.282442,-21.544283,possesses
45.868263,-47.89205,ninety
46.037754,-47.88333,nine
-0.01872501,-30.88468,fall
-15.432654,-17.429968,minds
-42.13853,9.021539,certainty
7.5454926,-47.113277,sought
-33.239193,35.934174,consequently
-31.564638,2.4735212,nice
-20.269081,17.955162,comprehending
-34.265945,28.050312,readiness
-8.658747,-8.424183,highest
-13.8505945,-47.098618,possess
-10.447948,-6.093091,delights
34.461067,29.278187,pick
-27.433296,-8.57541,wondered
-18.700043,-3.0229619,receives
-43.100334,-1.1741186,perceive
-35.386913,9.137727,unfortunate
31.58471,37.906757,puff
-0.46082667,1.7832416,working
-9.954176,-20.274294,weak
-16.16526,-35.805317,mischief
-38.51778,28.476686,expectations
-26.786318,4.2052383,offers
-44.184208,13.960114,prudent
-41.181004,4.5212426,disgrace
-22.710499,21.070581,involved
-7.0792274,-1.6213207,mystery
-10.83907,-10.709339,revealed
-51.63573,3.4149814,encourage
-22.085384,-16.675793,greatly
-26.817976,-34.899258,teach
12.701338,15.94977,desperate
-5.5473576,-17.789131,master
-24.060532,-15.915824,angry
-46.881256,24.098467,application
-22.98534,-31.498325,abide
-38.0564,27.665108,refusal
-18.851967,44.762478,altered
-49.360683,15.502502,sincerity
-33.348225,20.236742,habitual
18.559912,30.424397,opposite
-44.771408,22.704397,unpleasant
-38.545567,19.070807,views
-15.620693,-4.499863,secret
-37.22202,-3.8506866,elton
-8.097245,54.015553,laughed
-24.200521,9.752288,act
-7.559585,34.729187,thousand_pounds
47.876617,-30.425226,apiece
-15.81996,-31.604576,doings
31.882048,43.19485,abruptly
-22.741367,-17.81525,vexed
-37.383007,32.96278,affair
-38.22954,3.9477115,provoking
-22.145777,-16.560507,exceedingly
-6.621566,-34.379425,adversary
-40.72988,11.416664,materially
22.35997,-21.569809,cast
-36.294636,44.033913,staying
-24.579624,43.440285,uneasy
-49.434845,23.111523,possibility
-43.302197,28.088894,uneasiness
-53.82553,3.821886,justify
-41.25458,14.685261,pretensions
0.042250145,55.732964,hastily
-34.76532,23.950209,attentive
-45.910576,25.236137,otherwise
10.241744,-31.302658,war
-42.224953,21.692888,motives
-43.777225,24.28258,effects
-46.984886,18.76194,prudence
-23.592003,28.121405,originally
-46.746223,5.2005234,suggest
-48.515278,6.126423,attend
8.312567,-36.634407,sick
-34.433727,42.93538,park
-14.400516,21.862415,club
10.748281,33.46591,shabby
-9.660579,-2.8353503,player
-15.003947,34.151306,journey
26.736635,-0.4040427,bearer
-22.825743,42.035576,conscious
25.738209,-12.882732,rode
-1.753405,68.32993,ix
-20.446259,-35.67988,forgiven
-26.533443,33.214024,proceedings
-24.520678,-38.539433,justified
-11.09737,49.673035,sighed
-28.870178,24.506218,visibly
-24.93492,-7.199052,remembered
-6.936422,31.071953,furnished
-30.085943,21.636288,utmost
-34.629562,30.822369,latter
-38.25921,17.492666,improving
-51.67412,24.998821,intention
-51.73707,-12.462944,easier
-52.672974,18.968275,imagination
37.432087,-2.107831,range
-14.5636,-1.811453,labouring
-4.0447874,-33.83236,enlarge
-39.866714,12.170694,comprehension
-22.860779,1.101996,sober
-12.965218,12.367401,facts
-18.705309,8.377795,literary
-8.957994,15.560958,pursuit
-17.692133,12.64148,mental
-30.359432,37.132725,collecting
9.214375,-14.026274,hot
20.910648,39.471523,paper
-12.713987,2.8205147,literature
-7.0284615,15.544145,grand
-6.038962,7.1196156,scale
-30.796246,25.571672,assisted
-39.200947,-1.4271029,invention
-40.554882,-4.975211,recollect
-39.51515,-0.1971592,worth
20.52209,34.15727,putting
17.072294,26.904167,ended
47.61598,9.145306,frozen
-42.170883,-8.945729,riddle
-10.964968,6.3450317,contribute
27.028582,43.265686,intently
-39.78756,19.22076,recollections
11.862267,-0.5213449,breathe
-5.315541,-21.524912,lips
-39.264233,-2.619128,charade
-19.709442,-40.821297,doth
-14.051865,-26.77013,affliction
-24.344786,-31.291315,heal
8.224604,28.116974,pages
-36.17788,21.67662,security
29.638222,-1.4220295,freshness
-39.035465,-10.360343,fellow
-39.821068,6.667815,inspire
18.290861,38.693798,piece
-22.709023,35.020508,addressed
-8.159108,23.18574,collection
-57.324677,0.8961122,expose
25.182701,-9.006417,deep
-0.7520434,50.89147,pause
-39.10284,-18.86399,loth
-2.5356908,36.476555,examine
17.159414,-3.681914,pomp
17.366983,-47.51543,kings
17.455366,-46.12388,lords
17.467644,-7.721227,earth
15.12342,15.726076,luxury
-13.532628,-0.20020646,ease
-0.6892932,-57.367542,behold
-0.5312714,11.369647,monarch
39.338223,5.291399,seas
-23.975977,-5.6564384,reverse
-8.967318,-0.49282593,freedom
11.79061,-9.971356,flown
-10.491838,-47.778023,lord
50.83893,-3.9998343,sea
4.3795724,38.210686,slave
2.1511903,-2.7111719,reigns
-21.195995,-53.089954,thy
-37.751667,17.701267,supply
54.57561,16.932165,beam
-7.20062,22.339243,pondered
34.395172,37.343174,caught
30.749598,6.226172,passing
-33.670483,-0.28501225,puzzling
-11.163373,-16.994804,confusion
-46.86538,-0.21445328,approve
-50.187935,4.6969748,benefit
-48.265785,2.523197,convince
-15.840984,27.093794,crisis
-42.020477,11.195865,observations
-22.05817,39.79053,eagerness
-13.326395,-46.51406,kingdom
14.472426,47.305424,shark
-26.718546,40.733315,syllable
38.825474,17.794462,sharks
-47.926598,4.3427024,listen
2.2738907,5.7070417,cream
-0.13541435,29.2582,follows
-55.644554,7.259176,resist
-21.022345,37.428356,concluding
38.79797,35.27171,pointed
-25.149637,-36.559025,receive
22.642132,2.968899,clear
-16.902357,46.015297,congratulate
-0.91496515,-41.956417,confirm
-41.735565,16.123064,alliance
-2.173537,11.126058,embraces
-18.534348,17.146654,arrive
-32.022877,24.163385,acknowledgment
5.2386622,31.385626,verses
9.44781,4.156032,play
-12.997371,22.756248,motto
-17.92184,10.137617,prose
29.388338,-68.18192,month
-9.198831,17.4652,strangest
-37.160843,40.533806,eltons
33.90021,-35.673584,courts
-15.332404,7.7847896,pre
0.37781656,0.88837093,homes
-30.594767,-17.625364,sends
34.119366,8.90072,channel
54.9126,8.397499,smooth
42.583977,41.939724,passage
-37.18051,38.643925,invitations
1.522025,-47.28084,preached
39.411434,45.941452,ran
41.16945,23.144028,front
31.655628,28.12324,peeped
-25.200693,43.417465,scolded
-31.645632,33.19989,staid
35.91515,34.21345,arm
-46.247295,42.59054,cole
-33.39016,9.961733,provided
-47.797066,20.90271,conduct
-14.855445,-33.281433,fools
-28.13306,4.886042,phrase
-28.1069,-25.145111,rise
-48.133327,1.6274703,satisfy
14.315693,37.645977,nicely
-12.066396,16.383938,studied
-32.340694,44.085762,twelvemonth
-34.274094,30.685087,declining
-24.994137,6.4220757,exception
2.3600636,8.610307,intent
29.726942,32.55159,cheeks
9.721857,12.755113,glow
-9.421012,-35.485577,committed
14.894616,24.049376,beaming
-32.89879,20.287226,private
14.517382,-30.531721,divide
14.462823,4.237365,ceases
4.790576,23.585274,poet
-39.395287,28.280142,submitted
-0.12831676,-0.9025181,parts
-41.675087,5.390462,pays
-27.85887,-29.037819,betray
-31.848581,26.218245,overpowered
-19.045155,0.2203414,tribute
-44.527954,25.321424,secrecy
37.12649,39.61554,pushed
-49.898407,13.958955,proceed
-6.8775134,-22.86915,souls
-31.246786,14.769738,ridiculous
-51.498222,27.39938,inquiry
4.260807,3.2063165,dears
7.5578165,40.36154,fairy
-19.365065,43.72528,distinctly
-27.80755,33.328857,explanations
-37.333492,33.026634,conclusion
-39.006588,-13.35086,aye
30.898912,43.05217,nodded
5.212828,-47.511566,kindled
48.05483,13.141153,flame
6.666658,48.136032,hood
6.0648756,32.875267,wink
-13.568632,-14.850905,aid
20.31882,-37.766777,near
-23.452084,-11.308249,approach
4.9522524,11.388614,fatal
1.030423,25.48059,page
-36.362003,-2.9348369,grandmama
-3.427163,6.9917536,nursery
-5.695305,44.739967,lawyer
-39.662735,0.23804182,inconvenient
1.5143224,49.31755,sadly
-51.978294,17.599398,necessity
-51.876797,6.4519114,thankful
-16.090027,-25.424927,promises
22.403378,8.426774,musing
-21.802492,-33.218285,accomplish
-32.771873,31.460789,unwelcome
-18.329912,38.293926,submissive
-44.704998,31.353737,affected
40.582123,-16.131092,branch
-0.84273446,-21.251184,eldest
37.919167,37.827553,chair
34.53081,34.533466,string
-39.483086,-9.702992,?'
36.882492,32.019108,knife
33.16635,-7.2352896,knives
29.869072,11.259572,rough
-8.193292,38.315258,boys
-3.9405644,52.92364,hardy
33.12225,29.02422,sharp
41.936493,22.954313,ceiling
18.667751,21.37251,frightful
-28.240429,0.66116565,whichever
-14.390823,31.964386,preparation
-32.909615,46.12776,o_clock
-13.203512,15.982005,hero
5.700476,-4.394929,discerned
9.445274,-6.823764,push
-21.580437,-28.317924,die
-33.686825,40.208626,dining
-48.611588,-10.325443,promised
-25.870808,45.65947,thanked
-38.52807,-14.605558,re
-25.981863,39.11668,urged
-36.884666,31.158043,declined
21.191677,-16.417034,bow
-42.203056,-0.6502522,amiss
28.701794,38.735504,glanced
-24.742441,33.362003,examined
-37.225704,-4.1225796,writes
-40.86186,-3.8197885,_i_
-57.63389,9.664467,honoured
0.09107902,27.229692,"),"
-6.921698,26.777515,parade
-29.239876,-34.755753,speeches
-36.15559,6.6232615,apt
-28.385624,-34.485218,incline
8.822812,10.063517,laugh
-30.399021,35.446976,indulge
7.3751445,13.502682,sublime
2.086109,28.484697,x
-35.779644,14.295495,charitable
36.10778,14.123322,detached
-34.504955,42.94206,cottage
-4.7842503,29.409315,leading
36.39239,12.620093,angles
51.34519,-21.258257,broad
35.67501,12.93588,irregular
48.236763,31.396004,main
15.504748,-45.59706,abode
31.179878,-22.577751,dwellings
8.698651,-21.511837,rose
-13.250091,28.844793,proprietor
-21.943779,39.62938,observing
-45.84543,22.493263,remark
57.172478,21.962183,yellow
50.129375,-28.574404,curtains
-35.013985,4.445616,intimately
44.794098,-0.4418447,hedges
28.513344,-35.543484,gates
39.029366,-5.222165,pools
-25.79395,14.399519,class
-39.82364,14.409773,pretence
-28.639612,48.185772,housekeeper
-28.833302,39.784554,message
-47.24223,8.653988,induce
-55.343918,8.557713,tempted
-24.387314,42.972103,recollecting
-44.065315,0.016730694,_not_
-18.468527,-40.02075,fool
7.4526052,22.295443,formidable
34.76794,-29.81918,image
-42.70215,22.21012,relative
-55.714413,4.8788104,poverty
33.016834,12.973349,narrow
5.773094,-1.6192529,sport
-41.620953,13.302425,candour
14.978594,-19.036758,sour
-16.928541,30.426214,barely
-48.724987,-4.2509837,apply
5.8721685,10.933112,contracted
-5.1303215,37.052376,shilling
-5.295487,37.03238,sixpence
-35.97831,10.920269,resources
37.46818,28.131107,carpet
-45.65956,13.155171,affections
-41.239315,26.063839,avoided
-20.27183,26.247553,sensation
-21.465616,-21.467636,fear
-35.106266,13.255035,parent
-0.6461886,8.979466,warmer
-8.371073,31.743338,nephews
-42.825836,41.093098,niece
17.460869,-7.5189414,heaven
-29.71516,-31.759611,forbid
-48.294388,37.756508,jane_fairfax
-9.608683,-25.21004,knit
-36.855015,-2.1685553,grandmother
-16.24263,-12.2112875,death
-35.67699,23.907059,compassionate
-12.8916855,-24.579401,distresses
-40.164303,30.510767,relief
2.3033924,-57.619385,counsel
-3.6223361,38.374985,purse
-12.725512,-24.758183,temptations
-16.399591,11.389802,romantic
-9.446488,-0.67464346,virtue
-32.48133,-27.979445,troubles
-33.543377,23.09143,sympathy
-41.403954,32.51973,intelligence
-8.023874,-27.521593,sickness
-15.326052,30.473083,remaining
-21.046993,14.358634,impression
17.264025,11.669658,scene
20.336823,-1.4194796,sights
-35.759052,8.556843,trifling
-10.89478,-1.245727,creatures
6.641096,-9.476206,vanish
42.466072,19.670658,hedge
42.549057,19.024996,slippery
42.05394,19.517359,path
26.93228,45.60963,stopping
-31.619501,22.310339,wretchedness
-48.36216,-1.4459158,recall
13.56108,-10.771612,bend
-38.72,1.3084778,trial
-43.29186,26.97867,exertion
-35.61782,-17.53237,wretched
36.058235,29.125412,empty
-41.458885,10.886096,distressing
-31.694832,-12.434389,ourselves
-15.826866,25.647171,joined
-53.06096,15.800232,sufferings
-32.0481,34.699295,accompany
22.830389,-31.23921,increase
22.635801,46.828842,stopped
-43.98896,23.403265,alteration
28.985867,26.557228,boot
31.545383,32.879227,stooping
-26.388838,45.6996,begged
26.912306,17.326515,setting
-2.7816348,26.0046,orders
19.12034,-17.400908,pitcher
16.543257,38.493793,broth
-46.94389,15.213449,acting
47.53665,30.129873,ahead
-42.039227,25.063297,obligation
27.153755,42.042645,involuntarily
-13.538143,2.8798318,theirs
27.485922,6.820411,around
-48.87721,4.6450543,join
-18.853283,16.806807,detail
-27.487127,22.207888,experienced
26.187819,13.650519,cheese
34.712822,-47.555347,north
15.496858,-15.015084,butter
28.68932,-19.934355,root
-17.401634,7.7048798,interests
-24.949781,-32.92794,serve
27.363434,44.936813,quietly
-13.035779,20.782904,arrange
22.073538,29.34184,broke
12.932128,30.584166,lace
32.89089,39.372322,throwing
34.745575,30.400885,ditch
-35.012676,-8.368786,stop
-41.575394,26.808405,acknowledged
-34.91783,14.272916,rights
-42.217743,13.770518,exceed
-40.2023,32.78329,communicated
-35.62021,26.539625,fully
15.276999,10.156617,incessant
-38.419468,20.637596,practicable
-1.4823006,-7.6189556,lovers
52.51702,-20.338253,windows
19.790546,16.440458,aspect
-7.9412003,-13.6087475,glory
-24.208664,32.06567,successfully
-23.727665,32.957016,purposely
-12.606157,13.201419,allusions
-26.056505,17.195337,cautious
13.617433,19.957914,advances
39.467228,25.135805,inch
-47.734783,16.987772,hazard
-25.055975,5.9051013,believes
-24.343716,13.621776,ingenious
0.4782109,-37.8021,device
2.0701816,28.535007,xi
-22.560375,-48.458252,quicken
48.56388,-31.958542,measures
-0.87259436,10.977776,anticipation
-41.82447,9.343844,reality
-25.764694,-21.405659,henceforth
-6.9064713,1.9202851,prime
13.195397,10.504466,advance
44.353558,35.530155,rapidly
12.428175,38.838406,somehow
-25.688711,11.80979,exciting
-14.53889,30.993649,holidays
52.220654,-1.1872332,autumn
-1.026296,13.183999,bathing
-12.48409,21.188374,coachman
-22.98879,19.420782,needless
2.222165,-14.749899,maids
34.813683,16.153467,reaching
-26.973824,47.5224,bustle
-37.64965,40.5825,arrival
7.088989,-30.561127,dispersed
23.24797,-10.313661,noise
-20.859375,-7.6846056,endured
-33.488674,9.818414,respected
-9.355269,6.424049,maternal
-41.71665,28.257301,solicitude
32.278442,-13.267713,ones
26.398798,42.27919,instantly
-30.29985,31.763668,attendance
-7.671817,36.825703,drinking
13.160694,40.467335,playing
17.744802,18.403688,restless
14.671907,5.8387637,wrapt
4.1244583,4.2033963,tenderly
1.9913098,7.134077,ties
2.491407,-37.623825,also
-36.417778,31.421778,fears
-37.504906,-0.9967276,wingfield
-16.101583,5.448674,alike
-50.498913,19.610207,benevolence
-39.03422,32.07201,habit
-43.66224,13.491665,profession
-39.768646,11.1093025,reserved
-37.586662,30.189299,prevented
-44.88486,17.357616,capable
-14.441393,-27.487213,reproach
-12.73538,-0.22921024,perfection
5.334222,-38.344112,worshipping
19.958258,20.062998,clearness
-34.740803,22.269663,ungracious
-22.800558,-44.139755,law
-2.802968,-28.841812,escaped
2.2165968,50.408318,calmly
-13.229027,-23.277166,blindness
-20.039543,-3.633075,regardless
-51.75826,17.608957,forbearance
-11.353655,12.841928,peculiarities
-30.846176,20.716478,bestowed
-27.771105,-41.478485,charity
-38.94326,29.37901,cordiality
42.052147,31.883623,seated
15.161918,-11.837342,shake
-14.687416,-35.002823,grievous
-19.257627,44.307323,hesitated
-34.509575,38.111828,excepting
-16.905834,-35.573288,false
-39.024475,19.910044,extent
-28.791664,9.772812,exact
-9.731369,23.057127,letters
-54.624214,11.869382,doubted
-18.236347,31.574095,disengaged
-29.367596,-23.764643,forget
-35.91598,-31.153032,strike
-38.541325,17.145657,convenience
35.17482,46.927288,aside
-53.44481,17.950035,misery
45.05269,19.074623,flying
-32.10403,44.193836,september
45.224857,-24.763618,scarlet
-26.937464,26.943745,fever
13.03116,8.4407215,passes
34.342785,-13.548767,fly
2.6155055,-25.902071,exceeding
-32.112553,44.409748,weymouth
-35.5562,-10.963679,madam
-54.160404,0.358012,signed
-12.828633,23.161339,f
-3.2159858,42.05152,c
1.9854604,50.391705,coolly
-24.029133,4.31333,finds
-2.0209787,-23.432947,whence
-1.7327092,68.299614,xii
-38.80363,19.683346,procuring
-35.625076,-1.5247644,quarrelled
-48.20848,8.919538,assist
13.758352,27.6644,danced
35.628925,26.020412,arms
-42.335484,15.546995,estimate
4.07825,0.020765137,lives
-37.811253,9.133862,example
-19.823322,14.232576,argument
-24.281029,-16.656343,bitterly
-24.316639,44.92886,disappointed
-32.82048,-14.456436,ye
-26.695097,33.6991,succeeded
3.8364973,23.612755,english
11.500943,-10.0732765,burying
-34.11755,25.887493,calmness
-45.64216,22.127512,indifference
-40.66143,20.069454,subjects
-10.275127,27.277508,occasionally
8.0852,43.376923,magistrate
9.69128,26.293411,curious
30.994987,-19.433367,field
-17.303082,17.021822,local
-22.625496,-25.891788,fail
-14.453054,31.188522,longest
43.895527,18.680511,fence
11.328089,-3.055909,destination
36.127087,-21.842716,wheat
39.053165,-9.3812275,spring
34.477077,-20.970407,corn
-34.772343,18.726328,equality
-40.555195,23.445768,rendered
-0.37331444,48.10953,interrupting
-4.826626,-33.167274,labours
22.870323,31.816637,terribly
9.216961,56.19459,tired
-36.40555,12.736242,article
-2.233385,37.797855,ordered
-40.232056,27.035095,discourse
34.670074,-47.596622,south
-42.524433,18.585077,weakness
11.914562,0.49308708,throat
-22.256239,-12.232267,envious
-37.34124,3.5683224,miserable
-35.311977,-19.661472,forgets
-35.363575,-6.281847,tells
-45.63176,13.114351,practice
-11.825948,38.15425,calling
-39.260742,3.3069632,applying
7.697803,-4.4604125,august
33.253895,33.46534,heavy
-3.521002,1.2810116,sickly
-28.659218,-26.206507,confound
-36.70005,19.204575,neighbourhood
23.295174,1.2847106,airy
1.8518267,20.73127,vicinity
23.699186,20.12963,pale
29.499773,38.868572,turning
-29.466364,38.501324,intending
2.6648011,3.0801864,scotland
-30.516056,18.84534,prejudice
-3.6362677,-15.90914,praising
-24.540144,32.23686,accidentally
-34.708576,1.6899812,excessively
-3.900463,49.61079,colonel
-47.764153,43.591988,campbell
-30.219416,32.875633,topic
-23.860947,28.498976,similar
-34.29301,19.9553,harmony
-41.234505,30.687822,agitation
33.520115,-23.61192,houses
-34.69834,7.822679,unfortunately
-25.558758,26.907276,recent
12.070556,50.547592,cook
11.1120825,-37.597294,hired
-21.98764,10.29028,dangerous
32.334614,40.22833,shaking
21.252745,33.005135,fixing
-4.6799936,-20.510931,ear
-40.06636,20.467222,consequences
-27.660189,-32.13877,suffice
-21.890514,-38.855194,restore
-26.906105,14.978365,relish
-28.763475,33.974266,interval
0.685304,-53.391056,moreover
34.08204,27.326038,mud
2.0752,-8.514406,holds
41.361336,-22.78236,pure
-31.794157,37.898064,lodgings
1.8664654,-39.67389,consulted
-30.182241,-4.560812,stake
-3.3057168,32.054058,travel
-13.000249,34.583874,reached
26.175854,22.352016,breaking
34.706337,-47.82018,coast
-23.87957,7.4100285,convey
21.754658,14.973341,moving
37.127132,-9.567442,cut
45.051567,-0.62749773,meadows
-45.81329,-1.6366745,conceive
-25.089241,-1.7681787,proving
20.830475,27.824326,harsh
-30.68412,26.150095,reflections
12.032846,25.980642,unconsciously
-24.108269,24.894728,soothing
44.14228,34.521103,swiftly
36.37357,0.856948,mornings
-48.32747,25.73565,engagement
-30.308952,29.098005,avoiding
-40.267952,15.85784,denial
-45.53481,21.469896,preference
-19.394466,4.7755923,division
-32.01375,34.64857,occupy
-10.324961,28.9368,carriages
-7.9432244,13.12373,numbers
-13.301602,-14.386922,doom
15.895629,22.57197,feverish
-22.46202,-18.181856,sore
34.997257,11.849196,representing
15.584838,26.125977,advanced
-28.976671,-16.826448,carry
21.13606,16.677492,glowing
16.126856,-17.242064,roast
-0.68450373,35.863487,mutton
-39.5852,-5.6961217,pudding
29.166578,14.38342,hastening
-39.61433,-1.315026,complaint
29.93013,-18.577122,heat
11.982005,0.37496853,pulse
-47.695675,10.643056,liable
4.8986726,-0.32968563,throats
-35.260223,29.840775,alarm
-38.263508,25.08161,excess
-51.297115,-1.5938196,remain
16.383127,-27.291706,feed
47.304386,0.57888144,snow
-40.784817,-7.8598466,interfere
23.581451,7.3381505,hoarse
-35.292255,-23.916468,demand
-23.74175,29.789402,previous
2.8462198,-43.315605,vision
21.24762,25.906971,muttering
-7.8496675,-38.947968,rejoicing
-15.304123,47.554485,civilly
-40.875473,15.529955,accepting
-31.88631,24.96321,prompt
15.741732,10.480172,exulting
-26.149303,21.58273,employments
-37.370018,15.779532,duties
-17.136784,27.569847,parting
-6.8108687,40.145416,news
13.714427,-33.944927,prepared
-7.6920958,3.6818426,balance
-22.668537,-46.55635,works
-31.235542,17.748827,moderate
-22.452942,-4.960265,negligent
-17.94303,36.458824,astonishment
-23.274984,19.106607,imagining
-52.027374,22.294798,behaviour
-31.49394,39.201893,accordingly
-36.184326,6.3730516,mistakes
-39.49759,24.443302,increasing
-40.216732,29.020927,coldness
19.15183,11.309858,motion
46.15343,4.8335943,flakes
54.29253,1.896961,sky
57.63068,22.441387,white
-34.883606,11.448099,happiest
-1.0524752,-29.83528,abroad
42.732834,-36.42848,sacrifice
-0.85555905,-25.047703,drive
-46.64934,27.881811,expressing
-14.799276,15.64648,encounter
-14.9010935,-29.30843,folly
-47.600147,-1.8186105,deem
39.181477,-21.488956,clothing
15.273314,3.050173,defiance
4.2057905,-1.392475,shelter
13.830527,37.477528,dull
35.19163,0.423632,dismal
10.390985,-34.490475,servants
32.31513,7.5384874,shivering
-34.75345,39.683773,rooms
-19.573227,40.00053,assent
-12.738394,29.321314,usually
-29.333408,36.383045,travelling
-19.865368,19.647188,heroism
37.17144,27.026594,glasses
37.417656,29.676,wrapped
-34.47094,41.46757,arrived
27.888943,28.564388,step
26.200209,48.457947,dressing
15.954686,18.86554,lengthened
15.296261,35.881073,dress
-25.96708,39.490574,flattered
-31.715553,29.649,cordial
-39.964397,7.52425,complaints
-30.05233,34.082905,lasted
12.657686,16.131601,dismay
-14.941365,16.151997,contrivances
-13.917721,4.591355,modern
29.906342,-43.634518,fenced
-0.3699419,8.344403,guarded
20.654305,-10.047053,breath
52.35322,-1.2812954,afternoon
-38.464916,-16.278511,ha
46.46562,0.9046728,snows
-34.654736,1.724256,extremely
-2.340584,-16.915154,astonished
42.59268,0.8778411,fires
-20.326479,9.511084,hospitable
-30.469057,30.713566,accommodate
-47.921143,-25.765585,enter
-61.48225,12.820495,paid
27.572084,27.146523,sweep
35.55173,-39.417465,gate
20.490103,-0.21604626,joyous
11.896996,-29.271278,disperse
-43.4557,38.988914,related
-38.947014,19.699102,arrangements
-46.044468,26.92085,communication
-48.952244,4.216662,enjoy
-27.344086,26.594303,engrossed
-19.318478,6.673141,project
37.967594,37.879303,elbow
-3.7676044,-43.2176,continually
-50.14985,21.766397,avoid
-18.089134,8.443935,internal
-30.15682,10.099756,suggestion
-32.509884,6.2269926,absurd
3.510343,10.521567,insufferable
-14.883849,-23.44272,zeal
-35.772892,30.580818,effort
-22.165352,-34.70211,preserve
-15.954552,47.751972,positively
-10.280023,25.099571,amongst
50.143288,-28.775988,coupled
-43.82523,27.843287,sensations
-11.9109745,-7.5839205,appearing
-20.667341,38.726803,polite
-17.405083,-12.414786,substance
-26.031853,37.406036,released
26.967333,25.699734,saddle
-2.1826413,49.02428,assented
42.063446,-36.10899,sacrifices
-14.852993,32.785297,january
-31.950882,-30.419645,secrets
-46.651527,-8.897012,stir
21.247309,-24.793737,issue
3.093094,48.951683,nodding
-25.655605,7.5116887,calculate
23.591932,49.112095,).
36.32247,-27.492527,stone
-43.612244,-11.044405,devil
-47.895977,34.862423,wishing
-32.229134,23.006342,sanguine
28.238644,9.033822,stands
-25.202225,5.6258507,rules
-26.219917,-24.026257,spare
